i;j;t;TC_aijt;G_aijt;F_aij;W_ij
6;3;6;1000000;0.1;0.0002;76
6;3;7;1000000;0.1;0.0002;76
6;3;8;1000000;0.1;0.0002;76
6;3;9;1000000;0.1;0.0002;76
6;3;10;1000000;0.1;0.0002;76
6;3;11;1000000;0.1;0.0002;76
6;3;12;1000000;0.1;0.0002;76
6;3;13;1000000;0.1;0.0002;76
6;3;14;1000000;0.1;0.0002;76
6;4;1;1000000;0.1;0.0002;181
6;4;2;1000000;0.1;0.0002;181
6;4;3;1000000;0.1;0.0002;181
6;4;4;1000000;0.1;0.0002;181
6;4;5;1000000;0.1;0.0002;181
6;4;6;1000000;0.1;0.0002;181
6;4;7;1000000;0.1;0.0002;181
6;4;8;1000000;0.1;0.0002;181
6;4;9;1000000;0.1;0.0002;181
6;4;10;1000000;0.1;0.0002;181
6;4;11;1000000;0.1;0.0002;181
6;4;12;1000000;0.1;0.0002;181
6;4;13;1000000;0.1;0.0002;181
6;4;14;1000000;0.1;0.0002;181
6;5;1;1000000;0.1;0.0002;176
6;5;2;1000000;0.1;0.0002;176
6;5;3;1000000;0.1;0.0002;176
6;5;4;1000000;0.1;0.0002;176
6;5;5;1000000;0.1;0.0002;176
6;5;6;1000000;0.1;0.0002;176
6;5;7;1000000;0.1;0.0002;176
6;5;8;1000000;0.1;0.0002;176
6;5;9;1000000;0.1;0.0002;176
6;5;10;1000000;0.1;0.0002;176
6;5;11;1000000;0.1;0.0002;176
6;5;12;1000000;0.1;0.0002;176
6;5;13;1000000;0.1;0.0002;176
6;5;14;1000000;0.1;0.0002;176
6;6;1;1000000;0.1;0.0002;109
6;6;2;1000000;0.1;0.0002;109
6;6;3;1000000;0.1;0.0002;109
6;6;4;1000000;0.1;0.0002;109
6;6;5;1000000;0.1;0.0002;109
6;6;6;1000000;0.1;0.0002;109
6;6;7;1000000;0.1;0.0002;109
6;6;8;1000000;0.1;0.0002;109
6;6;9;1000000;0.1;0.0002;109
6;6;10;1000000;0.1;0.0002;109
6;6;11;1000000;0.1;0.0002;109
6;6;12;1000000;0.1;0.0002;109
6;6;13;1000000;0.1;0.0002;109
6;6;14;1000000;0.1;0.0002;109
6;7;1;1000000;0.1;0.0002;225
6;7;2;1000000;0.1;0.0002;225
6;7;3;1000000;0.1;0.0002;225
6;7;4;1000000;0.1;0.0002;225
6;7;5;1000000;0.1;0.0002;225
6;7;6;1000000;0.1;0.0002;225
6;7;7;1000000;0.1;0.0002;225
6;7;8;1000000;0.1;0.0002;225
6;7;9;1000000;0.1;0.0002;225
6;7;10;1000000;0.1;0.0002;225
6;7;11;1000000;0.1;0.0002;225
6;7;12;1000000;0.1;0.0002;225
6;7;13;1000000;0.1;0.0002;225
6;7;14;1000000;0.1;0.0002;225
6;8;1;1000000;0.1;0.0002;192
6;8;2;1000000;0.1;0.0002;192
6;8;3;1000000;0.1;0.0002;192
6;8;4;1000000;0.1;0.0002;192
6;8;5;1000000;0.1;0.0002;192
6;8;6;1000000;0.1;0.0002;192
6;8;7;1000000;0.1;0.0002;192
6;8;8;1000000;0.1;0.0002;192
6;8;9;1000000;0.1;0.0002;192
6;8;10;1000000;0.1;0.0002;192
6;8;11;1000000;0.1;0.0002;192
6;8;12;1000000;0.1;0.0002;192
6;8;13;1000000;0.1;0.0002;192
6;8;14;1000000;0.1;0.0002;192
6;9;1;1000000;0.1;0.0002;29
6;9;2;1000000;0.1;0.0002;29
6;9;3;1000000;0.1;0.0002;29
6;9;4;1000000;0.1;0.0002;29
6;9;5;1000000;0.1;0.0002;29
6;9;6;1000000;0.1;0.0002;29
6;9;7;1000000;0.1;0.0002;29
6;9;8;1000000;0.1;0.0002;29
6;9;9;1000000;0.1;0.0002;29
6;9;10;1000000;0.1;0.0002;29
6;9;11;1000000;0.1;0.0002;29
6;9;12;1000000;0.1;0.0002;29
6;9;13;1000000;0.1;0.0002;29
6;9;14;1000000;0.1;0.0002;29
7;1;1;1000000;0.1;0.0002;88
7;1;2;1000000;0.1;0.0002;88
7;1;3;1000000;0.1;0.0002;88
7;1;4;1000000;0.1;0.0002;88
7;1;5;1000000;0.1;0.0002;88
7;1;6;1000000;0.1;0.0002;88
7;1;7;1000000;0.1;0.0002;88
7;1;8;1000000;0.1;0.0002;88
7;1;9;1000000;0.1;0.0002;88
7;1;10;1000000;0.1;0.0002;88
7;1;11;1000000;0.1;0.0002;88
7;1;12;1000000;0.1;0.0002;88
7;1;13;1000000;0.1;0.0002;88
7;1;14;1000000;0.1;0.0002;88
7;2;1;1000000;0.1;0.0002;91
7;2;2;1000000;0.1;0.0002;91
7;2;3;1000000;0.1;0.0002;91
7;2;4;1000000;0.1;0.0002;91
7;2;5;1000000;0.1;0.0002;91
7;2;6;1000000;0.1;0.0002;91
7;2;7;1000000;0.1;0.0002;91
7;2;8;1000000;0.1;0.0002;91
7;2;9;1000000;0.1;0.0002;91
7;2;10;1000000;0.1;0.0002;91
7;2;11;1000000;0.1;0.0002;91
7;2;12;1000000;0.1;0.0002;91
7;2;13;1000000;0.1;0.0002;91
7;2;14;1000000;0.1;0.0002;91
7;3;1;1000000;0.1;0.0002;170
7;3;2;1000000;0.1;0.0002;170
7;3;3;1000000;0.1;0.0002;170
7;3;4;1000000;0.1;0.0002;170
7;3;5;1000000;0.1;0.0002;170
7;3;6;1000000;0.1;0.0002;170
7;3;7;1000000;0.1;0.0002;170
7;3;8;1000000;0.1;0.0002;170
7;3;9;1000000;0.1;0.0002;170
7;3;10;1000000;0.1;0.0002;170
7;3;11;1000000;0.1;0.0002;170
7;3;12;1000000;0.1;0.0002;170
7;3;13;1000000;0.1;0.0002;170
7;3;14;1000000;0.1;0.0002;170
7;4;1;1000000;0.1;0.0002;194
7;4;2;1000000;0.1;0.0002;194
7;4;3;1000000;0.1;0.0002;194
7;4;4;1000000;0.1;0.0002;194
7;4;5;1000000;0.1;0.0002;194
7;4;6;1000000;0.1;0.0002;194
7;4;7;1000000;0.1;0.0002;194
7;4;8;1000000;0.1;0.0002;194
7;4;9;1000000;0.1;0.0002;194
7;4;10;1000000;0.1;0.0002;194
7;4;11;1000000;0.1;0.0002;194
7;4;12;1000000;0.1;0.0002;194
7;4;13;1000000;0.1;0.0002;194
7;4;14;1000000;0.1;0.0002;194
7;5;1;1000000;0.1;0.0002;199
7;5;2;1000000;0.1;0.0002;199
7;5;3;1000000;0.1;0.0002;199
7;5;4;1000000;0.1;0.0002;199
7;5;5;1000000;0.1;0.0002;199
7;5;6;1000000;0.1;0.0002;199
7;5;7;1000000;0.1;0.0002;199
7;5;8;1000000;0.1;0.0002;199
7;5;9;1000000;0.1;0.0002;199
7;5;10;1000000;0.1;0.0002;199
7;5;11;1000000;0.1;0.0002;199
7;5;12;1000000;0.1;0.0002;199
7;5;13;1000000;0.1;0.0002;199
7;5;14;1000000;0.1;0.0002;199
7;6;1;1000000;0.1;0.0002;201
7;6;2;1000000;0.1;0.0002;201
7;6;3;1000000;0.1;0.0002;201
7;6;4;1000000;0.1;0.0002;201
7;6;5;1000000;0.1;0.0002;201
7;6;6;1000000;0.1;0.0002;201
7;6;7;1000000;0.1;0.0002;201
7;6;8;1000000;0.1;0.0002;201
7;6;9;1000000;0.1;0.0002;201
7;6;10;1000000;0.1;0.0002;201
7;6;11;1000000;0.1;0.0002;201
7;6;12;1000000;0.1;0.0002;201
7;6;13;1000000;0.1;0.0002;201
7;6;14;1000000;0.1;0.0002;201
7;7;1;1000000;0.1;0.0002;137
7;7;2;1000000;0.1;0.0002;137
7;7;3;1000000;0.1;0.0002;137
7;7;4;1000000;0.1;0.0002;137
7;7;5;1000000;0.1;0.0002;137
7;7;6;1000000;0.1;0.0002;137
7;7;7;1000000;0.1;0.0002;137
7;7;8;1000000;0.1;0.0002;137
7;7;9;1000000;0.1;0.0002;137
7;7;10;1000000;0.1;0.0002;137
7;7;11;1000000;0.1;0.0002;137
7;7;12;1000000;0.1;0.0002;137
7;7;13;1000000;0.1;0.0002;137
7;7;14;1000000;0.1;0.0002;137
7;8;1;1000000;0.1;0.0002;39
7;8;2;1000000;0.1;0.0002;39
7;8;3;1000000;0.1;0.0002;39
7;8;4;1000000;0.1;0.0002;39
7;8;5;1000000;0.1;0.0002;39
7;8;6;1000000;0.1;0.0002;39
7;8;7;1000000;0.1;0.0002;39
7;8;8;1000000;0.1;0.0002;39
7;8;9;1000000;0.1;0.0002;39
7;8;10;1000000;0.1;0.0002;39
7;8;11;1000000;0.1;0.0002;39
7;8;12;1000000;0.1;0.0002;39
7;8;13;1000000;0.1;0.0002;39
7;8;14;1000000;0.1;0.0002;39
7;9;1;1000000;0.1;0.0002;74
7;9;2;1000000;0.1;0.0002;74
7;9;3;1000000;0.1;0.0002;74
7;9;4;1000000;0.1;0.0002;74
7;9;5;1000000;0.1;0.0002;74
7;9;6;1000000;0.1;0.0002;74
7;9;7;1000000;0.1;0.0002;74
7;9;8;1000000;0.1;0.0002;74
7;9;9;1000000;0.1;0.0002;74
7;9;10;1000000;0.1;0.0002;74
7;9;11;1000000;0.1;0.0002;74
7;9;12;1000000;0.1;0.0002;74
7;9;13;1000000;0.1;0.0002;74
7;9;14;1000000;0.1;0.0002;74
8;1;1;1000000;0.1;0.0002;81
8;1;2;1000000;0.1;0.0002;81
8;1;3;1000000;0.1;0.0002;81
8;1;4;1000000;0.1;0.0002;81
8;1;5;1000000;0.1;0.0002;81
8;1;6;1000000;0.1;0.0002;81
8;1;7;1000000;0.1;0.0002;81
8;1;8;1000000;0.1;0.0002;81
8;1;9;1000000;0.1;0.0002;81
8;1;10;1000000;0.1;0.0002;81
8;1;11;1000000;0.1;0.0002;81
8;1;12;1000000;0.1;0.0002;81
8;1;13;1000000;0.1;0.0002;81
8;1;14;1000000;0.1;0.0002;81
8;2;1;1000000;0.1;0.0002;66
8;2;2;1000000;0.1;0.0002;66
8;2;3;1000000;0.1;0.0002;66
8;2;4;1000000;0.1;0.0002;66
8;2;5;1000000;0.1;0.0002;66
8;2;6;1000000;0.1;0.0002;66
8;2;7;1000000;0.1;0.0002;66
8;2;8;1000000;0.1;0.0002;66
8;2;9;1000000;0.1;0.0002;66
8;2;10;1000000;0.1;0.0002;66
8;2;11;1000000;0.1;0.0002;66
8;2;12;1000000;0.1;0.0002;66
8;2;13;1000000;0.1;0.0002;66
8;2;14;1000000;0.1;0.0002;66
8;3;1;1000000;0.1;0.0002;91
8;3;2;1000000;0.1;0.0002;91
8;3;3;1000000;0.1;0.0002;91
8;3;4;1000000;0.1;0.0002;91
8;3;5;1000000;0.1;0.0002;91
8;3;6;1000000;0.1;0.0002;91
8;3;7;1000000;0.1;0.0002;91
8;3;8;1000000;0.1;0.0002;91
8;3;9;1000000;0.1;0.0002;91
8;3;10;1000000;0.1;0.0002;91
8;3;11;1000000;0.1;0.0002;91
8;3;12;1000000;0.1;0.0002;91
8;3;13;1000000;0.1;0.0002;91
8;3;14;1000000;0.1;0.0002;91
8;4;1;1000000;0.1;0.0002;89
8;4;2;1000000;0.1;0.0002;89
8;4;3;1000000;0.1;0.0002;89
8;4;4;1000000;0.1;0.0002;89
8;4;5;1000000;0.1;0.0002;89
8;4;6;1000000;0.1;0.0002;89
8;4;7;1000000;0.1;0.0002;89
8;4;8;1000000;0.1;0.0002;89
8;4;9;1000000;0.1;0.0002;89
8;4;10;1000000;0.1;0.0002;89
8;4;11;1000000;0.1;0.0002;89
8;4;12;1000000;0.1;0.0002;89
8;4;13;1000000;0.1;0.0002;89
8;4;14;1000000;0.1;0.0002;89
8;5;1;1000000;0.1;0.0002;70
8;5;2;1000000;0.1;0.0002;70
8;5;3;1000000;0.1;0.0002;70
8;5;4;1000000;0.1;0.0002;70
8;5;5;1000000;0.1;0.0002;70
8;5;6;1000000;0.1;0.0002;70
8;5;7;1000000;0.1;0.0002;70
8;5;8;1000000;0.1;0.0002;70
8;5;9;1000000;0.1;0.0002;70
8;5;10;1000000;0.1;0.0002;70
8;5;11;1000000;0.1;0.0002;70
8;5;12;1000000;0.1;0.0002;70
8;5;13;1000000;0.1;0.0002;70
8;5;14;1000000;0.1;0.0002;70
8;6;1;1000000;0.1;0.0002;23
8;6;2;1000000;0.1;0.0002;23
8;6;3;1000000;0.1;0.0002;23
8;6;4;1000000;0.1;0.0002;23
8;6;5;1000000;0.1;0.0002;23
8;6;6;1000000;0.1;0.0002;23
8;6;7;1000000;0.1;0.0002;23
8;6;8;1000000;0.1;0.0002;23
8;6;9;1000000;0.1;0.0002;23
8;6;10;1000000;0.1;0.0002;23
8;6;11;1000000;0.1;0.0002;23
8;6;12;1000000;0.1;0.0002;23
8;6;13;1000000;0.1;0.0002;23
8;6;14;1000000;0.1;0.0002;23
8;7;1;1000000;0.1;0.0002;118
8;7;2;1000000;0.1;0.0002;118
8;7;3;1000000;0.1;0.0002;118
8;7;4;1000000;0.1;0.0002;118
8;7;5;1000000;0.1;0.0002;118
8;7;6;1000000;0.1;0.0002;118
8;7;7;1000000;0.1;0.0002;118
8;7;8;1000000;0.1;0.0002;118
8;7;9;1000000;0.1;0.0002;118
8;7;10;1000000;0.1;0.0002;118
8;7;11;1000000;0.1;0.0002;118
8;7;12;1000000;0.1;0.0002;118
8;7;13;1000000;0.1;0.0002;118
8;7;14;1000000;0.1;0.0002;118
8;8;1;1000000;0.1;0.0002;71
8;8;2;1000000;0.1;0.0002;71
8;8;3;1000000;0.1;0.0002;71
8;8;4;1000000;0.1;0.0002;71
8;8;5;1000000;0.1;0.0002;71
8;8;6;1000000;0.1;0.0002;71
8;8;7;1000000;0.1;0.0002;71
8;8;8;1000000;0.1;0.0002;71
8;8;9;1000000;0.1;0.0002;71
8;8;10;1000000;0.1;0.0002;71
8;8;11;1000000;0.1;0.0002;71
8;8;12;1000000;0.1;0.0002;71
8;8;13;1000000;0.1;0.0002;71
8;8;14;1000000;0.1;0.0002;71
8;9;1;1000000;0.1;0.0002;52
8;9;2;1000000;0.1;0.0002;52
8;9;3;1000000;0.1;0.0002;52
8;9;4;1000000;0.1;0.0002;52
8;9;5;1000000;0.1;0.0002;52
8;9;6;1000000;0.1;0.0002;52
8;9;7;1000000;0.1;0.0002;52
8;9;8;1000000;0.1;0.0002;52
8;9;9;1000000;0.1;0.0002;52
8;9;10;1000000;0.1;0.0002;52
8;9;11;1000000;0.1;0.0002;52
8;9;12;1000000;0.1;0.0002;52
8;9;13;1000000;0.1;0.0002;52
8;9;14;1000000;0.1;0.0002;52
9;1;1;1000000;0.1;0.0002;67
9;1;2;1000000;0.1;0.0002;67
9;1;3;1000000;0.1;0.0002;67
9;1;4;1000000;0.1;0.0002;67
9;1;5;1000000;0.1;0.0002;67
9;1;6;1000000;0.1;0.0002;67
9;1;7;1000000;0.1;0.0002;67
9;1;8;1000000;0.1;0.0002;67
9;1;9;1000000;0.1;0.0002;67
9;1;10;1000000;0.1;0.0002;67
9;1;11;1000000;0.1;0.0002;67
9;1;12;1000000;0.1;0.0002;67
9;1;13;1000000;0.1;0.0002;67
9;1;14;1000000;0.1;0.0002;67
9;2;1;1000000;0.1;0.0002;86
9;2;2;1000000;0.1;0.0002;86
9;2;3;1000000;0.1;0.0002;86
9;2;4;1000000;0.1;0.0002;86
9;2;5;1000000;0.1;0.0002;86
9;2;6;1000000;0.1;0.0002;86
9;2;7;1000000;0.1;0.0002;86
9;2;8;1000000;0.1;0.0002;86
9;2;9;1000000;0.1;0.0002;86
9;2;10;1000000;0.1;0.0002;86
9;2;11;1000000;0.1;0.0002;86
9;2;12;1000000;0.1;0.0002;86
9;2;13;1000000;0.1;0.0002;86
9;2;14;1000000;0.1;0.0002;86
9;3;1;1000000;0.1;0.0002;148
9;3;2;1000000;0.1;0.0002;148
9;3;3;1000000;0.1;0.0002;148
9;3;4;1000000;0.1;0.0002;148
9;3;5;1000000;0.1;0.0002;148
9;3;6;1000000;0.1;0.0002;148
9;3;7;1000000;0.1;0.0002;148
9;3;8;1000000;0.1;0.0002;148
9;3;9;1000000;0.1;0.0002;148
9;3;10;1000000;0.1;0.0002;148
9;3;11;1000000;0.1;0.0002;148
9;3;12;1000000;0.1;0.0002;148
9;3;13;1000000;0.1;0.0002;148
9;3;14;1000000;0.1;0.0002;148
9;4;1;1000000;0.1;0.0002;107
9;4;2;1000000;0.1;0.0002;107
9;4;3;1000000;0.1;0.0002;107
9;4;4;1000000;0.1;0.0002;107
9;4;5;1000000;0.1;0.0002;107
9;4;6;1000000;0.1;0.0002;107
9;4;7;1000000;0.1;0.0002;107
9;4;8;1000000;0.1;0.0002;107
9;4;9;1000000;0.1;0.0002;107
9;4;10;1000000;0.1;0.0002;107
9;4;11;1000000;0.1;0.0002;107
9;4;12;1000000;0.1;0.0002;107
9;4;13;1000000;0.1;0.0002;107
9;4;14;1000000;0.1;0.0002;107
9;5;1;1000000;0.1;0.0002;43
9;5;2;1000000;0.1;0.0002;43
9;5;3;1000000;0.1;0.0002;43
9;5;4;1000000;0.1;0.0002;43
9;5;5;1000000;0.1;0.0002;43
9;5;6;1000000;0.1;0.0002;43
9;5;7;1000000;0.1;0.0002;43
9;5;8;1000000;0.1;0.0002;43
9;5;9;1000000;0.1;0.0002;43
9;5;10;1000000;0.1;0.0002;43
9;5;11;1000000;0.1;0.0002;43
9;5;12;1000000;0.1;0.0002;43
9;5;13;1000000;0.1;0.0002;43
9;5;14;1000000;0.1;0.0002;43
9;6;1;1000000;0.1;0.0002;92
9;6;2;1000000;0.1;0.0002;92
9;6;3;1000000;0.1;0.0002;92
9;6;4;1000000;0.1;0.0002;92
9;6;5;1000000;0.1;0.0002;92
9;6;6;1000000;0.1;0.0002;92
9;6;7;1000000;0.1;0.0002;92
9;6;8;1000000;0.1;0.0002;92
9;6;9;1000000;0.1;0.0002;92
9;6;10;1000000;0.1;0.0002;92
9;6;11;1000000;0.1;0.0002;92
9;6;12;1000000;0.1;0.0002;92
9;6;13;1000000;0.1;0.0002;92
9;6;14;1000000;0.1;0.0002;92
9;7;1;1000000;0.1;0.0002;115
9;7;2;1000000;0.1;0.0002;115
9;7;3;1000000;0.1;0.0002;115
9;7;4;1000000;0.1;0.0002;115
9;7;5;1000000;0.1;0.0002;115
9;7;6;1000000;0.1;0.0002;115
9;7;7;1000000;0.1;0.0002;115
9;7;8;1000000;0.1;0.0002;115
9;7;9;1000000;0.1;0.0002;115
9;7;10;1000000;0.1;0.0002;115
9;7;11;1000000;0.1;0.0002;115
9;7;12;1000000;0.1;0.0002;115
9;7;13;1000000;0.1;0.0002;115
9;7;14;1000000;0.1;0.0002;115
9;8;1;1000000;0.1;0.0002;128
9;8;2;1000000;0.1;0.0002;128
9;8;3;1000000;0.1;0.0002;128
9;8;4;1000000;0.1;0.0002;128
9;8;5;1000000;0.1;0.0002;128
9;8;6;1000000;0.1;0.0002;128
9;8;7;1000000;0.1;0.0002;128
9;8;8;1000000;0.1;0.0002;128
9;8;9;1000000;0.1;0.0002;128
9;8;10;1000000;0.1;0.0002;128
9;8;11;1000000;0.1;0.0002;128
9;8;12;1000000;0.1;0.0002;128
9;8;13;1000000;0.1;0.0002;128
9;8;14;1000000;0.1;0.0002;128
9;9;1;1000000;0.1;0.0002;58
9;9;2;1000000;0.1;0.0002;58
9;9;3;1000000;0.1;0.0002;58
9;9;4;1000000;0.1;0.0002;58
9;9;5;1000000;0.1;0.0002;58
9;9;6;1000000;0.1;0.0002;58
9;9;7;1000000;0.1;0.0002;58
9;9;8;1000000;0.1;0.0002;58
9;9;9;1000000;0.1;0.0002;58
9;9;10;1000000;0.1;0.0002;58
9;9;11;1000000;0.1;0.0002;58
9;9;12;1000000;0.1;0.0002;58
9;9;13;1000000;0.1;0.0002;58
9;9;14;1000000;0.1;0.0002;58
10;1;1;1000000;0.1;0.0002;182
10;1;2;1000000;0.1;0.0002;182
10;1;3;1000000;0.1;0.0002;182
10;1;4;1000000;0.1;0.0002;182
10;1;5;1000000;0.1;0.0002;182
10;1;6;1000000;0.1;0.0002;182
10;1;7;1000000;0.1;0.0002;182
10;1;8;1000000;0.1;0.0002;182
10;1;9;1000000;0.1;0.0002;182
10;1;10;1000000;0.1;0.0002;182
10;1;11;1000000;0.1;0.0002;182
10;1;12;1000000;0.1;0.0002;182
10;1;13;1000000;0.1;0.0002;182
10;1;14;1000000;0.1;0.0002;182
10;2;1;1000000;0.1;0.0002;177
10;2;2;1000000;0.1;0.0002;177
10;2;3;1000000;0.1;0.0002;177
10;2;4;1000000;0.1;0.0002;177
10;2;5;1000000;0.1;0.0002;177
10;2;6;1000000;0.1;0.0002;177
10;2;7;1000000;0.1;0.0002;177
10;2;8;1000000;0.1;0.0002;177
10;2;9;1000000;0.1;0.0002;177
10;2;10;1000000;0.1;0.0002;177
10;2;11;1000000;0.1;0.0002;177
10;2;12;1000000;0.1;0.0002;177
10;2;13;1000000;0.1;0.0002;177
10;2;14;1000000;0.1;0.0002;177
10;3;1;1000000;0.1;0.0002;36
10;3;2;1000000;0.1;0.0002;36
10;3;3;1000000;0.1;0.0002;36
10;3;4;1000000;0.1;0.0002;36
10;3;5;1000000;0.1;0.0002;36
10;3;6;1000000;0.1;0.0002;36
10;3;7;1000000;0.1;0.0002;36
10;3;8;1000000;0.1;0.0002;36
10;3;9;1000000;0.1;0.0002;36
10;3;10;1000000;0.1;0.0002;36
10;3;11;1000000;0.1;0.0002;36
10;3;12;1000000;0.1;0.0002;36
10;3;13;1000000;0.1;0.0002;36
10;3;14;1000000;0.1;0.0002;36
10;4;1;1000000;0.1;0.0002;139
10;4;2;1000000;0.1;0.0002;139
10;4;3;1000000;0.1;0.0002;139
10;4;4;1000000;0.1;0.0002;139
10;4;5;1000000;0.1;0.0002;139
10;4;6;1000000;0.1;0.0002;139
10;4;7;1000000;0.1;0.0002;139
10;4;8;1000000;0.1;0.0002;139
10;4;9;1000000;0.1;0.0002;139
10;4;10;1000000;0.1;0.0002;139
10;4;11;1000000;0.1;0.0002;139
10;4;12;1000000;0.1;0.0002;139
10;4;13;1000000;0.1;0.0002;139
10;4;14;1000000;0.1;0.0002;139
10;5;1;1000000;0.1;0.0002;54
10;5;2;1000000;0.1;0.0002;54
10;5;3;1000000;0.1;0.0002;54
10;5;4;1000000;0.1;0.0002;54
10;5;5;1000000;0.1;0.0002;54
10;5;6;1000000;0.1;0.0002;54
10;5;7;1000000;0.1;0.0002;54
10;5;8;1000000;0.1;0.0002;54
10;5;9;1000000;0.1;0.0002;54
10;5;10;1000000;0.1;0.0002;54
10;5;11;1000000;0.1;0.0002;54
10;5;12;1000000;0.1;0.0002;54
10;5;13;1000000;0.1;0.0002;54
10;5;14;1000000;0.1;0.0002;54
10;6;1;1000000;0.1;0.0002;28
10;6;2;1000000;0.1;0.0002;28
10;6;3;1000000;0.1;0.0002;28
10;6;4;1000000;0.1;0.0002;28
10;6;5;1000000;0.1;0.0002;28
10;6;6;1000000;0.1;0.0002;28
10;6;7;1000000;0.1;0.0002;28
10;6;8;1000000;0.1;0.0002;28
10;6;9;1000000;0.1;0.0002;28
10;6;10;1000000;0.1;0.0002;28
10;6;11;1000000;0.1;0.0002;28
10;6;12;1000000;0.1;0.0002;28
10;6;13;1000000;0.1;0.0002;28
10;6;14;1000000;0.1;0.0002;28
10;7;1;1000000;0.1;0.0002;50
10;7;2;1000000;0.1;0.0002;50
10;7;3;1000000;0.1;0.0002;50
10;7;4;1000000;0.1;0.0002;50
10;7;5;1000000;0.1;0.0002;50
10;7;6;1000000;0.1;0.0002;50
10;7;7;1000000;0.1;0.0002;50
10;7;8;1000000;0.1;0.0002;50
10;7;9;1000000;0.1;0.0002;50
10;7;10;1000000;0.1;0.0002;50
10;7;11;1000000;0.1;0.0002;50
10;7;12;1000000;0.1;0.0002;50
10;7;13;1000000;0.1;0.0002;50
10;7;14;1000000;0.1;0.0002;50
10;8;1;1000000;0.1;0.0002;123
10;8;2;1000000;0.1;0.0002;123
10;8;3;1000000;0.1;0.0002;123
10;8;4;1000000;0.1;0.0002;123
10;8;5;1000000;0.1;0.0002;123
10;8;6;1000000;0.1;0.0002;123
10;8;7;1000000;0.1;0.0002;123
10;8;8;1000000;0.1;0.0002;123
10;8;9;1000000;0.1;0.0002;123
10;8;10;1000000;0.1;0.0002;123
10;8;11;1000000;0.1;0.0002;123
10;8;12;1000000;0.1;0.0002;123
10;8;13;1000000;0.1;0.0002;123
10;8;14;1000000;0.1;0.0002;123
10;9;1;1000000;0.1;0.0002;97
10;9;2;1000000;0.1;0.0002;97
10;9;3;1000000;0.1;0.0002;97
10;9;4;1000000;0.1;0.0002;97
10;9;5;1000000;0.1;0.0002;97
10;9;6;1000000;0.1;0.0002;97
10;9;7;1000000;0.1;0.0002;97
10;9;8;1000000;0.1;0.0002;97
10;9;9;1000000;0.1;0.0002;97
10;9;10;1000000;0.1;0.0002;97
10;9;11;1000000;0.1;0.0002;97
10;9;12;1000000;0.1;0.0002;97
10;9;13;1000000;0.1;0.0002;97
10;9;14;1000000;0.1;0.0002;97
11;1;1;1000000;0.1;0.0002;281
11;1;2;1000000;0.1;0.0002;281
11;1;3;1000000;0.1;0.0002;281
11;1;4;1000000;0.1;0.0002;281
11;1;5;1000000;0.1;0.0002;281
11;1;6;1000000;0.1;0.0002;281
11;1;7;1000000;0.1;0.0002;281
11;1;8;1000000;0.1;0.0002;281
11;1;9;1000000;0.1;0.0002;281
11;1;10;1000000;0.1;0.0002;281
11;1;11;1000000;0.1;0.0002;281
11;1;12;1000000;0.1;0.0002;281
11;1;13;1000000;0.1;0.0002;281
11;1;14;1000000;0.1;0.0002;281
11;2;1;1000000;0.1;0.0002;118
11;2;2;1000000;0.1;0.0002;118
11;2;3;1000000;0.1;0.0002;118
11;2;4;1000000;0.1;0.0002;118
11;2;5;1000000;0.1;0.0002;118
11;2;6;1000000;0.1;0.0002;118
11;2;7;1000000;0.1;0.0002;118
11;2;8;1000000;0.1;0.0002;118
11;2;9;1000000;0.1;0.0002;118
11;2;10;1000000;0.1;0.0002;118
11;2;11;1000000;0.1;0.0002;118
11;2;12;1000000;0.1;0.0002;118
11;2;13;1000000;0.1;0.0002;118
11;2;14;1000000;0.1;0.0002;118
11;3;1;1000000;0.1;0.0002;84
11;3;2;1000000;0.1;0.0002;84
11;3;3;1000000;0.1;0.0002;84
11;3;4;1000000;0.1;0.0002;84
11;3;5;1000000;0.1;0.0002;84
11;3;6;1000000;0.1;0.0002;84
11;3;7;1000000;0.1;0.0002;84
11;3;8;1000000;0.1;0.0002;84
11;3;9;1000000;0.1;0.0002;84
11;3;10;1000000;0.1;0.0002;84
11;3;11;1000000;0.1;0.0002;84
11;3;12;1000000;0.1;0.0002;84
11;3;13;1000000;0.1;0.0002;84
11;3;14;1000000;0.1;0.0002;84
11;4;1;1000000;0.1;0.0002;111
11;4;2;1000000;0.1;0.0002;111
11;4;3;1000000;0.1;0.0002;111
11;4;4;1000000;0.1;0.0002;111
11;4;5;1000000;0.1;0.0002;111
11;4;6;1000000;0.1;0.0002;111
11;4;7;1000000;0.1;0.0002;111
11;4;8;1000000;0.1;0.0002;111
11;4;9;1000000;0.1;0.0002;111
11;4;10;1000000;0.1;0.0002;111
11;4;11;1000000;0.1;0.0002;111
11;4;12;1000000;0.1;0.0002;111
11;4;13;1000000;0.1;0.0002;111
11;4;14;1000000;0.1;0.0002;111
11;5;1;1000000;0.1;0.0002;93
11;5;2;1000000;0.1;0.0002;93
11;5;3;1000000;0.1;0.0002;93
11;5;4;1000000;0.1;0.0002;93
11;5;5;1000000;0.1;0.0002;93
11;5;6;1000000;0.1;0.0002;93
11;5;7;1000000;0.1;0.0002;93
11;5;8;1000000;0.1;0.0002;93
11;5;9;1000000;0.1;0.0002;93
11;5;10;1000000;0.1;0.0002;93
11;5;11;1000000;0.1;0.0002;93
11;5;12;1000000;0.1;0.0002;93
